,name,brand,model,type,source_url,origin,km_driven,external_color,seats,fuels,transmission,price,year
431,Hyundai Accent 2021 ATH tự động màu trắng,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2021-ath-tu-dong-mau-trang/12059,imported,52000,Trắng,5,gasoline,automatic,448000000,2021
432,Chevrolet Colorado High Country Sx 2018 Đky 2019,Chevrolet,Colorado,pickup,https://xetot.com/ha-noi/ban-xe/chevrolet-colorado-high-country-sx-2018-dky-2019/12582,imported,60000,Đỏ,5,diesel,automatic,520000000,2018
433,Toyota Fortuner 2022 SỐ TỰ ĐỘNG SIÊU LƯỚT ĐI 2600km,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2022-so-tu-dong-sieu-luot-di-2600km/12581,imported,2600,Trắng,7,gasoline,automatic,1050000000,2022
434,Toyota Fortuner 2016 máy dầu nhập khẩu,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2016-may-dau-nhap-khau/12550,imported,93000,Bạc,7,diesel,manual,686000000,2016
435,Hyundai Santa Fe 2020 mau trang full xang,Hyundai,Santa Fe,suv,https://xetot.com/ha-noi/ban-xe/hyundai-santa-fe-2020-mau-trang-full-xang/12578,imported,30000,Trắng,7,gasoline,automatic,930000000,2020
436,Hyundai Accent 2021 số tự động ATH màu trắng,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2021-so-tu-dong-ath-mau-trang/12390,imported,55000,Trắng,5,gasoline,automatic,446000000,2021
437,Ford Explorer 2017 số tự động màu đen nhập Mỹ,Ford,Explorer,suv,https://xetot.com/ho-chi-minh/ban-xe/ford-explorer-2017-so-tu-dong-mau-den-nhap-my/12437,imported,65000,Đen,7,gasoline,automatic,1090000000,2017
438,Kia K3 2015 số sàn màu xám cọp zin,Kia,K3,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-k3-2015-so-san-mau-xam-cop-zin/12297,imported,75000,Xám,5,gasoline,manual,339000000,2015
439,GĐ cần bán Vinfast Fadil cuối 2020 Xanh 335tr full đồ,Vinfast,Fadil,hatchback,https://xetot.com/ha-noi/ban-xe/gd-can-ban-vinfast-fadil-cuoi-2020-xanh-335tr-full-do/12574,imported,40000,Xanh dương,5,gasoline,automatic,335000000,2020
440,Toyota Corolla Altis 18G AT Mới chỉ với 695 triệu,Toyota,Corolla Altis,sedan,https://xetot.com/ho-chi-minh/ban-xe/toyota-corolla-altis-18g-at-moi-chi-voi-695-trieu/11061,imported,0,Đen,5,gasoline,manual,690000000,2022
441,Toyota Veloz Sài GÒN khuyến mại 50 triệu,Toyota,Veloz,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-veloz-sai-gon-khuyen-mai-50-trieu/11388,imported,0,Trắng,7,gasoline,automatic,658000000,2022
442,SIÊU PHÂM Vios GRS ưu đãi đặc biệt khi đến xem,Toyota,Vios,sedan,https://xetot.com/ho-chi-minh/ban-xe/sieu-pham-vios-grs-uu-dai-dac-biet-khi-den-xem/11504,imported,3960,Đỏ,5,gasoline,automatic,590000000,2022
443,COROLLA CROSS V Giá Chỉ 805 triệu,Toyota,Corolla Cross,suv,https://xetot.com/ho-chi-minh/ban-xe/corolla-cross-v-gia-chi-805-trieu/11902,imported,0,Trắng,5,gasoline,automatic,805000000,2023
444,Giảm 50 phần trăm lệ phí trước bạ khi mua xe tại Peugeot Biên Hòa,Peugeot,5008,suv,https://xetot.com/dong-nai/ban-xe/giam-50-phan-tram-le-phi-truoc-ba-khi-mua-xe-tai-peugeot-bien-hoa/12571,imported,1,Trắng,5,gasoline,automatic,1136000000,2022
445,Cần bán xe KIA SORENTO 2013 số tự động,Kia,Sorento,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-kia-sorento-2013-so-tu-dong/12568,imported,100000,Bạc,8,gasoline,automatic,550000000,2013
446,Kia Sedona SX 2021 dầu bản Full,Kia,Sedona,van,https://xetot.com/ho-chi-minh/ban-xe/kia-sedona-sx-2021-dau-ban-full/12213,imported,50000,Khác,7,diesel,automatic,1100000000,2021
447,Volkswagen Teramont 2023 7 chỗ Fullsize nhập Mỹ,Volkswagen,Teramont,suv,https://xetot.com/ha-noi/ban-xe/volkswagen-teramont-2023-7-cho-fullsize-nhap-my/12329,imported,0,Khác,7,gasoline,automatic,2349000000,2023
448,Volkswagen Tiguan 2023 xe Đức nhập khẩu nguyên chiếc,Volkswagen,Tiguan,suv,https://xetot.com/ha-noi/ban-xe/volkswagen-tiguan-2023-xe-duc-nhap-khau-nguyen-chiec/12330,imported,0,Khác,7,gasoline,automatic,1729000000,2023
449,Volkswagen Touareg 2023 xe sang nhà Volkswagen,Volkswagen,Touareg,suv,https://xetot.com/ha-noi/ban-xe/volkswagen-touareg-2023-xe-sang-nha-volkswagen/12331,imported,0,Khác,5,gasoline,automatic,2999000000,2023
450,Honda CRV 2022 chạy 1500 km màu trắng,Honda,CR-V,suv,https://xetot.com/ha-noi/ban-xe/honda-crv-2022-chay-1500-km-mau-trang/12566,imported,1500,Trắng,7,gasoline,automatic,88000000,2022
451,XPANDER PREMIUM+xe sẵn giao ngay+giảm ngay 40tr,Mitsubishi,Xpander,van,https://xetot.com/ho-chi-minh/ban-xe/xpander-premium-xe-san-giao-ngay-giam-ngay-40tr/12565,imported,0,Bạc,7,gasoline,automatic,648000000,2023
452,Bán Fadil Base 2019 nâng cấp thành tính năng Plus,Vinfast,Fadil,hatchback,https://xetot.com/ha-noi/ban-xe/ban-fadil-base-2019-nang-cap-thanh-tinh-nang-plus/12564,imported,92000,Xám,5,gasoline,automatic,333333,2019
453,Santafe Máy Dầu Mới Nhất 2023 Khuyến Mãi,Hyundai,Santa Fe,suv,https://xetot.com/ho-chi-minh/ban-xe/santafe-may-dau-moi-nhat-2023-khuyen-mai/12226,imported,1,Đỏ,7,diesel,automatic,1375000000,2023
454,hyundai Strargazer xả kho giảm cực mạnh,Hyundai,Stargazer,van,https://xetot.com/ho-chi-minh/ban-xe/hyundai-strargazer-xa-kho-giam-cuc-manh/12225,imported,1,Trắng,7,gasoline,automatic,510000000,2023
455,Accent 2023 trả trước 150tr nhận xe,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/accent-2023-tra-truoc-150tr-nhan-xe/12165,imported,0,Trắng,5,gasoline,automatic,505000000,2022
456,Hyundai I10 Sedan MT Base khuyến mãi thuế trước Bạ,Hyundai,i10,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-i10-sedan-mt-base-khuyen-mai-thue-truoc-ba/12560,imported,0,Trắng,5,gasoline,manual,360000000,2023
457,Ford EcoSport 2014 bản titanium,Ford,EcoSport,sedan,https://xetot.com/binh-duong/ban-xe/ford-ecosport-2014-ban-titanium/12557,imported,90000,Trắng,5,gasoline,automatic,310000000,2014
458,Chevrolet Captiva 2016 ltz số tự động màu trắng,Chevrolet,Captiva,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-captiva-2016-ltz-so-tu-dong-mau-trang/11936,imported,53000,Trắng,7,gasoline,automatic,446000000,2016
459,Chevrolet Captiva 2008 ltz số tự động màu đen,Chevrolet,Captiva,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-captiva-2008-ltz-so-tu-dong-mau-den/11955,imported,86000,Đen,7,gasoline,automatic,218000000,2008
460,Honda City 2018 top số tự động màu xanh,Honda,City,sedan,https://xetot.com/ho-chi-minh/ban-xe/honda-city-2018-top-so-tu-dong-mau-xanh/11964,imported,85000,Xanh dương,5,gasoline,automatic,406000000,2018
461,Toyota Fortuner 2016,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2016/12556,imported,93000,Bạc,7,diesel,manual,686000000,2016
462,Tucson Đặc Biệt Giao Ngay Trả Trước Chỉ 210Tr Nhận Xe🎁,Hyundai,Tucson,suv,https://xetot.com/ho-chi-minh/ban-xe/tucson-dac-biet-giao-ngay-tra-truoc-chi-210tr-nhan-xe-/12554,imported,0,Đen,5,gasoline,automatic,955000000,2023
463,MG ZS STD Cuv Trả trước 74 đến 140 triệu nhận xe,MG,ZS,NONE,https://xetot.com/ho-chi-minh/ban-xe/mg-zs-std-cuv-tra-truoc-74-den-140-trieu-nhan-xe/12553,imported,0,Trắng,5,gasoline,automatic,638000000,2022
464,Hyundai Accent 1.4 AT FULL Khuyến mãi thuế,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-1-4-at-full-khuyen-mai-thue/12552,imported,0,Đỏ,5,gasoline,automatic,505000000,2023
465,Camry 2014 ngay chủ muốn bán gấp,Toyota,Camry,sedan,https://xetot.com/ho-chi-minh/ban-xe/camry-2014-ngay-chu-muon-ban-gap/12551,imported,72000,Vàng,5,gasoline,automatic,585,2014
466,Ranger Wildtrak 4x2 2019 Đỏ cam,Ford,Ranger,pickup,https://xetot.com/lam-dong/ban-xe/ranger-wildtrak-4x2-2019-do-cam/12549,imported,60000,Cam,5,diesel,automatic,598,2019
467,Bán Xe Vios G 2019 Xe Đẹp Không Đụng Va Chạm,Toyota,Vios,sedan,https://xetot.com/ha-noi/ban-xe/ban-xe-vios-g-2019-xe-dep-khong-dung-va-cham/12548,imported,37000,Vàng,5,gasoline,automatic,465000000,2019
468,Toyota Fortuner 2017 số sàn máy dâu nhập khẩu,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2017-so-san-may-dau-nhap-khau/12547,imported,93000,Bạc,7,diesel,manual,686000000,2017
469,Bán Honda CRV G 15AT 2020 868tr,Honda,CR-V,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-honda-crv-g-15at-2020-868tr/12545,imported,32000,Đỏ,7,gasoline,automatic,868000000,2020
470,Bán Toyota Vios E 15MT 2020,Toyota,Vios,sedan,https://xetot.com/ho-chi-minh/ban-xe/ban-toyota-vios-e-15mt-2020/12543,imported,26000,Bạc,5,gasoline,manual,428000000,2020
471,Hyundai Santafe Premium 4WD 22CRDi 2021,Hyundai,Santa Fe,suv,https://xetot.com/ho-chi-minh/ban-xe/hyundai-santafe-premium-4wd-22crdi-2021/12542,imported,33000,Đỏ,7,diesel,automatic,1250000000,2021
472,Bán xe Colorado High Country 2019 Đăng ký 2020,Chevrolet,Colorado,pickup,https://xetot.com/ba-ria---vung-tau/ban-xe/ban-xe-colorado-high-country-2019-dang-ky-2020/12538,imported,32800,Đỏ,5,diesel,automatic,570000000,2019
473,Chính chủ bán xe Hyundai Santa Fe 2020 Dầu Cao Cấp,Hyundai,Santa Fe,suv,https://xetot.com/ha-noi/ban-xe/chinh-chu-ban-xe-hyundai-santa-fe-2020-dau-cao-cap/12536,imported,30000,Trắng,7,diesel,automatic,990000000,2020
474,Hyundai Tucson 2019 bản 20 đặc biệt gia rẻ bất ngờ,Hyundai,Tucson,suv,https://xetot.com/ha-noi/ban-xe/hyundai-tucson-2019-ban-20-dac-biet-gia-re-bat-ngo/12531,imported,35000,Nâu,5,gasoline,automatic,765000000,2019
475,Gia đình muốn ban xe Nissan gralivita AT,Nissan,Livina,suv,https://xetot.com/bac-ninh/ban-xe/gia-dinh-muon-ban-xe-nissan-gralivita-at/12535,imported,18888,Vàng,7,gasoline,automatic,245000000,2010
476,Honda City 2018 top số tự động màu xanh,Honda,City,sedan,https://xetot.com/ho-chi-minh/ban-xe/honda-city-2018-top-so-tu-dong-mau-xanh/12021,imported,81000,Xanh dương,5,gasoline,automatic,398000000,2018
477,BÁN XE PEUGEOT 3008AT sx 2021 model 2022 xe lướt như mới,Peugeot,3008,suv,https://xetot.com/da-nang/ban-xe/ban-xe-peugeot-3008at-sx-2021-model-2022-xe-luot-nhu-moi/12524,imported,13000,Đỏ,5,gasoline,automatic,850000000,2021
478,Bán Xe Vinfast Lux A Premium 2021,Vinfast,Lux A 2.0,sedan,https://xetot.com/da-nang/ban-xe/ban-xe-vinfast-lux-a-premium-2021/12523,imported,17000,Trắng,5,gasoline,automatic,735000000,2021
479,MG ZS 2023 đạt tiêu chuẩn 5 sao ASEAN NCAP,MG,ZS,suv,https://xetot.com/gia-lai/ban-xe/mg-zs-2023-dat-tieu-chuan-5-sao-asean-ncap/12522,imported,0,Đen,5,gasoline,automatic,538000000,2023
480,Khẩu vị màu cam trẻ trung độc quyền 3008 GT,Peugeot,3008,suv,https://xetot.com/dong-nai/ban-xe/khau-vi-mau-cam-tre-trung-doc-quyen-3008-gt/12521,imported,1,Cam,5,gasoline,automatic,1199000000,2022
481,Ưu Đãi Siêu Lớn Tháng 4 Khi Mua Sorento,Kia,Sorento,suv,https://xetot.com/ha-noi/ban-xe/uu-dai-sieu-lon-thang-4-khi-mua-sorento/12520,imported,0,Trắng,7,gasoline,automatic,1279000000,2022
482,Màu độc đáo phiên bản 3008 5 chỗ,Peugeot,3008,suv,https://xetot.com/dong-nai/ban-xe/mau-doc-dao-phien-ban-3008-5-cho/12498,imported,1,Xanh lá,5,gasoline,automatic,989000000,2022
483,Madza 3 Sedan 2018 Tự động Trắng,Mazda,3,sedan,https://xetot.com/lam-dong/ban-xe/madza-3-sedan-2018-tu-dong-trang/12496,imported,39000,Trắng,5,gasoline,automatic,535,2018
484,Isuzu D max 2023 hilander,Isuzu,D-max,pickup,https://xetot.com/ho-chi-minh/ban-xe/isuzu-d-max-2023-hilander/8352,imported,0,Trắng,5,diesel,automatic,730000000,2022
485,Xe Toyota Corolla Altis V 2023,Toyota,Corolla Altis,sedan,https://xetot.com/ha-noi/ban-xe/xe-toyota-corolla-altis-v-2023/12493,imported,0,Đen,5,gasoline,automatic,765000000,2023
486,Trắng ngọc trai 2008 5 chỗ cực đẹp xem xe ưng chốt ngay,Peugeot,2008,suv,https://xetot.com/dong-nai/ban-xe/trang-ngoc-trai-2008-5-cho-cuc-dep-xem-xe-ung-chot-ngay/12490,imported,1,Trắng,5,gasoline,automatic,779000000,2022
487,Chính chủ bán xe ô tô Honda CRV G ODO 22000km,Honda,CR-V,sedan,https://xetot.com/da-nang/ban-xe/chinh-chu-ban-xe-o-to-honda-crv-g-odo-22000km/12484,imported,22000,Bạc,5,gasoline,automatic,860000000,2020
488,Volkswagen Teramont 2023 đẳng cấp phái manh,Volkswagen,Teramont,suv,https://xetot.com/quang-ninh/ban-xe/volkswagen-teramont-2023-dang-cap-phai-manh/12475,imported,0,Xanh dương,7,gasoline,automatic,2499000000,2022
489,Ford Ranger XL 4x4MT 2019 Trắng,Ford,Ranger,pickup,https://xetot.com/lam-dong/ban-xe/ford-ranger-xl-4x4mt-2019-trang/12463,imported,55000,Trắng,5,diesel,manual,600000000,2019
490,Toyota Fortuner Số tự động Trắng 2020,Toyota,Fortuner,suv,https://xetot.com/lam-dong/ban-xe/toyota-fortuner-so-tu-dong-trang-2020/12465,imported,0,Trắng,7,diesel,automatic,909000000,2020
491,Toyota ForTuner Số sàn ĐK 2017 Đen,Toyota,Fortuner,suv,https://xetot.com/lam-dong/ban-xe/toyota-fortuner-so-san-dk-2017-den/12466,imported,110000,Đen,7,diesel,manual,713,2017
492,Ford Everest 4x4 Titanium 2018 Trắng,Ford,Everest,suv,https://xetot.com/lam-dong/ban-xe/ford-everest-4x4-titanium-2018-trang/12467,imported,15000,Trắng,7,diesel,automatic,943000000,2018
493,Giá cả vừa túi tiền với thương hiệu Châu Âu nổi tiếng Peugeot,Peugeot,2008,suv,https://xetot.com/dong-nai/ban-xe/gia-ca-vua-tui-tien-voi-thuong-hieu-chau-au-noi-tieng-peugeot/12472,imported,1,Cam,5,gasoline,automatic,779000000,2023
494,Bán Toyota Landcruiser V8 57 2016 nhập Mỹ siêu hiếm,Toyota,Land Cruiser,suv,https://xetot.com/ha-noi/ban-xe/ban-toyota-landcruiser-v8-57-2016-nhap-my-sieu-hiem/12471,imported,55000,Trắng,8,gasoline,automatic,4850000000,2016
495,Rolls Royce Phantom model 2015 siêu lướt giá hợp lý,Rolls Royce,Khác,sedan,https://xetot.com/ha-noi/ban-xe/rolls-royce-phantom-model-2015-sieu-luot-gia-hop-ly/8855,imported,14000,Trắng,2,gasoline,automatic,29000000000,2014
496,Ford Everest Titanium 4x4 sx2019 nhập Thái,Ford,Everest,suv,https://xetot.com/ho-chi-minh/ban-xe/ford-everest-titanium-4x4-sx2019-nhap-thai/12374,imported,50000,Xám,7,diesel,automatic,985000000,2019
497,Minivan Ford Tourneo 2019 Nâu Odo 71000km,Ford,Tourneo,van,https://xetot.com/lam-dong/ban-xe/minivan-ford-tourneo-2019-nau-odo-71000km/12464,imported,71000,Nâu,9,gasoline,automatic,729000000,2019
498,Toyota Hilux 4x4 Số tự động 2016 Đỏ,Toyota,Hilux,pickup,https://xetot.com/lam-dong/ban-xe/toyota-hilux-4x4-so-tu-dong-2016-do/12462,imported,0,Đỏ,5,diesel,automatic,636,2016
499,Hyundai Accent AT Hatback Nhập Nguyên Chiếc Hàn Quốc,Hyundai,Accent,hatchback,https://xetot.com/ha-noi/ban-xe/hyundai-accent-at-hatback-nhap-nguyen-chiec-han-quoc/12459,imported,51000,Trắng,5,gasoline,automatic,385000000,2014
500,Mitsubishi Xpander Cross 2021 số tự động màu trắng,Mitsubishi,Xpander Cross,van,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-xpander-cross-2021-so-tu-dong-mau-trang/12454,imported,33000,Trắng,7,gasoline,automatic,586000000,2021
501,Ford Ranger 2019 Up Full Raptor Đồ Zin Còn Đủ Một Đời Chủ,Ford,Ranger,pickup,https://xetot.com/ho-chi-minh/ban-xe/ford-ranger-2019-up-full-raptor-do-zin-con-du-mot-doi-chu/12453,imported,80000,Đen,5,diesel,automatic,565000000,2019
502,Chevrolet Trailblazer 2019 số tự động máy dầu màu đen,Chevrolet,Trailblazer,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-trailblazer-2019-so-tu-dong-may-dau-mau-den/12452,imported,65000,Đen,7,diesel,automatic,565000000,2019
503,Mitsubishi Outlander 2018 bản premium cửa sổ trời,Mitsubishi,Outlander,suv,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-outlander-2018-ban-premium-cua-so-troi/12451,imported,56000,Trắng,7,gasoline,automatic,720000000,2018
504,Mazda CX5 25 AT AWD 2018 Xanh đen,Mazda,CX-5,suv,https://xetot.com/ho-chi-minh/ban-xe/mazda-cx5-25-at-awd-2018-xanh-den/12449,imported,36500,Xanh dương,5,gasoline,automatic,698000000,2018
505,Chính chủ bán xe Honda City đen Sx 2017,Honda,City,sedan,https://xetot.com/khanh-hoa/ban-xe/chinh-chu-ban-xe-honda-city-den-sx-2017/12448,imported,79000,Đen,5,gasoline,automatic,395000000,2017
506,Bán Kia Sorento DATH 22CRDi 2017,Kia,Sorento,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-kia-sorento-dath-22crdi-2017/12317,imported,70000,Đen,7,diesel,automatic,708000000,2017
507,Mercedes vito 2014 số sàn máy dầu màu vàng,Mercedes,Khác,van,https://xetot.com/ho-chi-minh/ban-xe/mercedes-vito-2014-so-san-may-dau-mau-vang/11823,imported,100000,Vàng,4,diesel,manual,286000000,2014
508,Mazda CX5 2021 luxury 20 màu xanh,Mazda,CX-5,suv,https://xetot.com/ho-chi-minh/ban-xe/mazda-cx5-2021-luxury-20-mau-xanh/11841,imported,37000,Xanh dương,5,gasoline,automatic,726000000,2021
509,Kia K3 2016 số sàn màu xám chính chủ,Kia,K3,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-k3-2016-so-san-mau-xam-chinh-chu/11846,imported,80000,Xám,5,gasoline,manual,356000000,2016
510,Hyundai Accent 2020 số tự động ATH màu trắng,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2020-so-tu-dong-ath-mau-trang/11873,imported,55000,Trắng,5,gasoline,automatic,472000000,2020
511,Chevrolet Trailblazer 2019 số tự động máy dầu,Chevrolet,Trailblazer,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-trailblazer-2019-so-tu-dong-may-dau/11881,imported,67000,Đen,7,diesel,automatic,565000000,2019
512,Mua tất cả Ô tô đang thế chấp ngân hàng giá cao nhất SG,None,None,None,https://xetot.com/ho-chi-minh/mua-xe/mua-tat-ca-o-to-dang-the-chap-ngan-hang-gia-cao-nhat-sg/11853,imported,0,None,0,0,0,None,None
513,Chuyên Cầm giữ hộ xe sang Siêu sang Siêu xe,None,None,None,https://xetot.com/ho-chi-minh/mua-xe/chuyen-cam-giu-ho-xe-sang-sieu-sang-sieu-xe/11852,imported,0,None,0,0,0,None,None
514,Lexus GS300 Model 2006 ĐK Lần Đầu 2009 Một chủ,Lexus,Khác,sedan,https://xetot.com/ho-chi-minh/ban-xe/lexus-gs300-model-2006-dk-lan-dau-2009-mot-chu/12349,imported,100000,Bạc,5,gasoline,automatic,465000000,2006
515,Cần mua gấp Mazda Cx8 giá cao nhất,None,None,None,https://xetot.com/ho-chi-minh/mua-xe/can-mua-gap-mazda-cx8-gia-cao-nhat/12231,imported,0,None,0,0,0,None,None
516,Bán xe SantaFe 22 máy dầu cao cấp Premium,Hyundai,Santa Fe,suv,https://xetot.com/ha-noi/ban-xe/ban-xe-santafe-22-may-dau-cao-cap-premium/12428,imported,23000,Trắng,7,diesel,automatic,1050000000,2019
517,Vinfast Fadil 2020 Base Đỏ cam 4v,Vinfast,Fadil,sedan,https://xetot.com/ha-noi/ban-xe/vinfast-fadil-2020-base-do-cam-4v/12389,imported,47000,Đỏ,5,gasoline,automatic,310000000,2020
518,Ford Territory 2023 Đã chính thức ra mắt tại Việt Nam,Ford,Territory,suv,https://xetot.com/lam-dong/ban-xe/ford-territory-2023-da-chinh-thuc-ra-mat-tai-viet-nam/10290,imported,0,Đỏ,5,gasoline,automatic,822000000,2022
519,Ford Ranger Wildtrak 4x4 AT 2022 Vua bán tải thế hệ hoàn toàn mới,Ford,Ranger,pickup,https://xetot.com/lam-dong/ban-xe/ford-ranger-wildtrak-4x4-at-2022-vua-ba-n-ta-i-the-he-hoa-n-toa-n-mo-i/9445,imported,0,Cam,5,diesel,automatic,965000000,2022
520,Ford Everest 2022 New Màu đỏ cam 2023,Ford,Everest,suv,https://xetot.com/lam-dong/ban-xe/ford-everest-2022-new-ma-u-do-cam-2023/9444,imported,0,Đen,7,diesel,automatic,1452000000,2022
521,Xe chính chủ Còn bảo hành T3/2024,Mazda,3,hatchback,https://xetot.com/ho-chi-minh/ban-xe/xe-chinh-chu-con-bao-hanh-t3-2024/12422,imported,1900,Đỏ,5,gasoline,automatic,740000000,2021
522,Chevrolet Spark 2014 LTZ số tự động xe gia đình ODO 104k,Chevrolet,Spark,hatchback,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-spark-2014-ltz-so-tu-dong-xe-gia-dinh-odo-104k/12396,imported,104000,Bạc,5,gasoline,automatic,199000000,2014
523,mercedes GL450 2007 số tự động màu đen,Mercedes,Khác,suv,https://xetot.com/ho-chi-minh/ban-xe/mercedes-gl450-2007-so-tu-dong-mau-den/11758,imported,87,Đen,7,gasoline,automatic,516,2007
524,Kia K3 2015 số sàn màu xám còn mới,Kia,K3,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-k3-2015-so-san-mau-xam-con-moi/11759,imported,75,Xám,5,gasoline,manual,365,2015
525,Mazda CX5 2018 25AT bản full màu đỏ đi 4 vạn,Mazda,CX-5,suv,https://xetot.com/ho-chi-minh/ban-xe/mazda-cx5-2018-25at-ban-full-mau-do-di-4-van/12400,imported,40000,Đỏ,5,gasoline,automatic,690000000,2018
526,Bán Hyundai Accent 2018 số tự động,Hyundai,Accent,sedan,https://xetot.com/an-giang/ban-xe/ban-hyundai-accent-2018-so-tu-dong/12399,imported,45000,Đen,5,gasoline,automatic,412000000,2018
527,Kia K3 2016 số sàn màu xám cọp zin,Kia,K3,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-k3-2016-so-san-mau-xam-cop-zin/12159,imported,76000,Xám,5,gasoline,manual,339000000,2016
528,Isuzu Mu X 2017 đăng ký 2018 máy dầu số tự động gốc sài gòn,Isuzu,Mu-X,suv,https://xetot.com/ho-chi-minh/ban-xe/isuzu-mu-x-2017-dang-ky-2018-may-dau-so-tu-dong-goc-sai-gon/12372,imported,61000,Bạc,7,diesel,automatic,670000000,2017
529,Peugeot 3008 đen sang trọng ưu đãi giá đặt biệt,Peugeot,3008,suv,https://xetot.com/dong-nai/ban-xe/peugeot-3008-den-sang-trong-uu-dai-gia-dat-biet/12383,imported,1,Đen,5,gasoline,automatic,1094000000,2022
530,Toyota Corolla Cross Phiên Bản Nâng Cấp 2023 Đã Có Thêm Cốp Điện Tự Động Và Màn H,Toyota,Corolla Cross,suv,https://xetot.com/ha-noi/ban-xe/toyota-corolla-cross-phien-ban-nang-cap-2023-da-co-them-cop-dien-tu-dong-va-man-h/12382,imported,0,Trắng,5,gasoline,automatic,799000000,2022
531,Hyundai Accent 2019 Bản Đặc Biệt đi 34000km,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2019-ban-dac-biet-di-34000km/12192,imported,34000,Nâu,5,gasoline,automatic,469000000,2019
532,Ford EcoSport 2017 titanium full lịch sử bảo dưỡng hãng,Ford,EcoSport,hatchback,https://xetot.com/ho-chi-minh/ban-xe/ford-ecosport-2017-titanium-full-lich-su-bao-duong-hang/12035,imported,135000,Nâu,5,gasoline,automatic,429000000,2017
533,Mitsubishi Triton 2021 Số Tự Động 1 Cầu GLX nhập Thái Lan cực đẹp,Mitsubishi,Triton,pickup,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-triton-2021-so-tu-dong-1-cau-glx-nhap-thai-lan-cuc-dep/11877,imported,31000,Xám,5,diesel,automatic,599000000,2021
534,acura MDX 2007 số tự động màu bạc,Hãng khác,Dòng khác,suv,https://xetot.com/ho-chi-minh/ban-xe/acura-mdx-2007-so-tu-dong-mau-bac/11968,imported,80000,Bạc,5,gasoline,automatic,298000000,2007
535,Ford Ranger 2023 Đủ Màu Giao Ngay Hỗ trợ Lái Thử Và Đặt Xe Tận Nhà,Ford,Ranger,pickup,https://xetot.com/binh-duong/ban-xe/ford-ranger-2023-du-mau-giao-ngay-ho-tro-lai-thu-va-dat-xe-tan-nha/12377,imported,0,Cam,5,diesel,automatic,260000000,2023
536,Toyota Venza 2010 nhập mỹ bản đủ đồ,Toyota,Venza,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-venza-2010-nhap-my-ban-du-do/12332,imported,70000,Xanh dương,5,gasoline,automatic,495000000,2010
537,Innova Số Tự Động 2019 Xe Chính Hãng Lh Ngay Nam 0965824819,Toyota,Innova,van,https://xetot.com/ho-chi-minh/ban-xe/innova-so-tu-dong-2019-xe-chinh-hang-lh-ngay-nam-0965824819/12369,imported,85000,Bạc,7,gasoline,automatic,650000000,2019
538,Mg5 𝑪𝒂̂𝒏 𝒎𝒂̀𝒖 𝒏𝒈𝒐𝒂̣𝒊 𝒕𝒉𝒂̂́𝒕 𝑵𝒉𝒂̂́𝒕 𝒕𝒓𝒂𝒏𝒈 𝒃𝒊̣,MG,MG5,sedan,https://xetot.com/ho-chi-minh/ban-xe/mg5-/12366,imported,0,Đỏ,5,gasoline,automatic,523000000,2023
539,bán xe ô tô cũ năm 2009 màu bạc,Hãng khác,Dòng khác,sedan,https://xetot.com/binh-duong/ban-xe/ban-xe-o-to-cu-nam-2009-mau-bac/12361,imported,500,Bạc,5,gasoline,manual,380000000,2009
